state,county,total_votes,percent
Virginia,Lancaster County,7152,100
Virginia,Lee County,9946,100
Virginia,Loudoun County,224862,100
Virginia,Louisa County,21915,100
Virginia,Lunenburg County,6000,100
Virginia,Madison County,8129,100
Virginia,Mathews County,5826,100
Virginia,Mecklenburg County,18358,100
Virginia,Middlesex County,6785,100
Virginia,Montgomery County,45037,100
Virginia,Nelson County,9316,100
Virginia,New Kent County,14463,100
Virginia,Northampton County,6732,100
Virginia,Northumberland County,7896,100
Virginia,Nottoway County,7078,100
Virginia,Orange County,20742,100
Virginia,Page County,12514,100
Virginia,Patrick County,9534,100
Virginia,Pittsylvania County,34227,100
Virginia,Powhatan County,19730,100
Virginia,Prince Edward County,9574,100
Virginia,Prince George County,17432,100
Virginia,Prince William County,228056,100
Virginia,Pulaski County,17376,100
Virginia,Rappahannock County,4978,100
Virginia,Richmond County,4102,100
Virginia,Roanoke County,57184,100
Virginia,Rockbridge County,12373,100
Virginia,Rockingham County,43811,100
Virginia,Russell County,13386,100
Virginia,Scott County,10869,100
Virginia,Shenandoah County,23684,100
Virginia,Smyth County,14136,100
Virginia,Southampton County,9786,100
Virginia,Spotsylvania County,75317,100
Virginia,Stafford County,79625,100
Virginia,Surry County,4471,100
Virginia,Sussex County,5088,100
Virginia,Tazewell County,20134,100
Virginia,Warren County,21147,100
Virginia,Washington County,28685,100
Virginia,Westmoreland County,9933,100
Virginia,Wise County,16615,100
Virginia,Wythe County,15072,100
Virginia,York County,38787,100
Virginia,Alexandria city,82508,100
Virginia,Bristol city,7806,100
Virginia,Buena Vista city,2776,100
Virginia,Charlottesville city,24205,100
Virginia,Chesapeake city,127108,100
Virginia,Colonial Heights city,9146,100
Virginia,Covington city,2603,100
Virginia,Danville city,19389,100
Virginia,Emporia city,2381,100
Virginia,Fairfax city,13483,100
Virginia,Falls Church city,8819,100
Virginia,Franklin city,4058,100
Virginia,Fredericksburg city,17053,100
Virginia,Galax city,2638,100
Virginia,Hampton city,65901,100
Virginia,Harrisonburg city,17086,100
Virginia,Hopewell city,9608,100
Virginia,Lexington city,2762,100
Virginia,Lynchburg city,36363,100
Virginia,Manassas city,16968,100
Virginia,Manassas Park city,6087,100
Virginia,Martinsville city,6013,100
Virginia,Newport News city,81203,100
Virginia,Norfolk city,89881,100
Virginia,Norton city,1601,100
Virginia,Petersburg city,14118,100
Virginia,Poquoson city,7857,100
Virginia,Portsmouth city,44582,100
Virginia,Radford city,6320,100
Virginia,Richmond city,111159,100
Virginia,Roanoke city,43323,100
Virginia,Salem city,13051,100
Virginia,Staunton city,12990,100
Virginia,Suffolk city,49642,100
Virginia,Virginia Beach city,227561,100
Virginia,Waynesboro city,10717,100
Virginia,Williamsburg city,6883,100
Virginia,Winchester city,12106,100
Washington,Adams County,5862,100
Washington,Asotin County,11951,100
Washington,Benton County,103033,100
Washington,Chelan County,43306,100
Washington,Clallam County,49264,100
Washington,Clark County,275403,100
Washington,Columbia County,2495,100
Washington,Cowlitz County,60280,100
Washington,Douglas County,21308,100
Washington,Ferry County,4368,100
Washington,Franklin County,32404,100
Washington,Garfield County,1489,100
Washington,Grant County,37680,100
Washington,Grays Harbor County,38441,100
Washington,Island County,53925,100
Washington,Jefferson County,24792,100
Washington,King County,1210507,100
Washington,Kitsap County,158672,100
Washington,Kittitas County,26364,100
Washington,Klickitat County,13560,100
Washington,Lewis County,45309,100
Washington,Lincoln County,7033,100
Washington,Mason County,37303,100
Washington,Okanogan County,21282,100
Washington,Pacific County,14064,100
Washington,Pend Oreille County,8553,100
Washington,Pierce County,464081,100
Washington,San Juan County,13197,100
Washington,Skagit County,73423,100
Washington,Skamania County,7312,100
Washington,Snohomish County,438796,100
Washington,Spokane County,295430,100
Washington,Stevens County,28430,100
Washington,Thurston County,168134,100
Washington,Wahkiakum County,2981,100
Washington,Walla Walla County,31261,100
Washington,Whatcom County,138620,100
Washington,Whitman County,21126,100
Washington,Yakima County,96193,100
West Virginia,Barbour County,6677,100
West Virginia,Berkeley County,51535,100
West Virginia,Boone County,9012,100
West Virginia,Braxton County,5664,100
West Virginia,Brooke County,10656,100
West Virginia,Cabell County,37360,100
West Virginia,Calhoun County,2971,100
West Virginia,Clay County,3365,100
West Virginia,Doddridge County,3101,100
West Virginia,Fayette County,16862,100
West Virginia,Gilmer County,2662,100
West Virginia,Grant County,5509,100
West Virginia,Greenbrier County,15801,95
West Virginia,Hampshire County,10086,100
West Virginia,Hancock County,13800,100
West Virginia,Hardy County,6331,100
West Virginia,Harrison County,30465,100
West Virginia,Jackson County,13508,100
West Virginia,Jefferson County,27703,100
West Virginia,Kanawha County,82244,100
West Virginia,Lewis County,7457,100
West Virginia,Lincoln County,7830,100
West Virginia,Logan County,13026,100
West Virginia,McDowell County,6527,100
West Virginia,Marion County,25794,100
West Virginia,Marshall County,14080,100
West Virginia,Mason County,11203,100
West Virginia,Mercer County,25134,100
West Virginia,Mineral County,12872,100
West Virginia,Mingo County,10022,100
West Virginia,Monongalia County,42072,100
West Virginia,Monroe County,6490,100
West Virginia,Morgan County,8695,100
West Virginia,Nicholas County,10630,100
West Virginia,Ohio County,19898,100
West Virginia,Pendleton County,3659,100
West Virginia,Pleasants County,3491,100
West Virginia,Pocahontas County,4008,100
West Virginia,Preston County,14572,100
West Virginia,Putnam County,28501,100
West Virginia,Raleigh County,33106,100
West Virginia,Randolph County,12200,100
West Virginia,Ritchie County,4283,100
West Virginia,Roane County,5763,100
West Virginia,Summers County,5585,100
West Virginia,Taylor County,7383,100
West Virginia,Tucker County,3844,100
West Virginia,Tyler County,3922,100
West Virginia,Upshur County,10221,100
West Virginia,Wayne County,16947,100
West Virginia,Webster County,3402,100
West Virginia,Wetzel County,6667,100
West Virginia,Wirt County,2653,100
West Virginia,Wood County,38762,100
West Virginia,Wyoming County,8592,100
Wisconsin,Adams County,11818,100
Wisconsin,Ashland County,8757,100
Wisconsin,Barron County,25346,100
Wisconsin,Bayfield County,10880,100
Wisconsin,Brown County,144017,100
Wisconsin,Buffalo County,7816,100
Wisconsin,Burnett County,10141,100
Wisconsin,Calumet County,30774,100
Wisconsin,Chippewa County,35938,100
Wisconsin,Clark County,14898,100
Wisconsin,Columbia County,33869,100
Wisconsin,Crawford County,8695,100
Wisconsin,Dane County,344791,100
Wisconsin,Dodge County,48436,100
Wisconsin,Door County,20117,100
Wisconsin,Douglas County,24677,100
Wisconsin,Dunn County,23524,100
Wisconsin,Eau Claire County,58275,100
Wisconsin,Florence County,2940,100
Wisconsin,Fond du Lac County,57251,100
Wisconsin,Forest County,5053,100
Wisconsin,Grant County,25608,100
Wisconsin,Green County,21406,100
Wisconsin,Green Lake County,10671,100
Wisconsin,Iowa County,13992,100
Wisconsin,Iron County,4010,100
Wisconsin,Jackson County,10184,100
Wisconsin,Jefferson County,47979,100
Wisconsin,Juneau County,13702,100
Wisconsin,Kenosha County,88738,100
Wisconsin,Kewaunee County,12095,100
Wisconsin,La Crosse County,67884,100
Wisconsin,Lafayette County,8555,100
Wisconsin,Langlade County,11165,100
Wisconsin,Lincoln County,16497,100
Wisconsin,Manitowoc County,44829,100
Wisconsin,Marathon County,76751,100
Wisconsin,Marinette County,22979,100
Wisconsin,Marquette County,9065,100
Wisconsin,Menominee County,1590,100
Wisconsin,Milwaukee County,458971,100
Wisconsin,Monroe County,22611,100
Wisconsin,Oconto County,23215,100
Wisconsin,Oneida County,24159,100
Wisconsin,Outagamie County,108022,100
Wisconsin,Ozaukee County,61486,100
Wisconsin,Pepin County,4144,100
Wisconsin,Pierce County,23458,100
Wisconsin,Polk County,26371,100
Wisconsin,Portage County,40603,100
Wisconsin,Price County,8546,100
Wisconsin,Racine County,106451,100
Wisconsin,Richland County,9014,100
Wisconsin,Rock County,85360,100
Wisconsin,Rusk County,7886,100
Wisconsin,St. Croix County,56707,100
Wisconsin,Sauk County,36203,100
Wisconsin,Sawyer County,10510,100
Wisconsin,Shawano County,22607,100
Wisconsin,Sheboygan County,66003,100
Wisconsin,Taylor County,10685,100
Wisconsin,Trempealeau County,15220,100
Wisconsin,Vernon County,15914,100
Wisconsin,Vilas County,15369,100
Wisconsin,Walworth County,57600,100
Wisconsin,Washburn County,10378,100
Wisconsin,Washington County,88070,100
Wisconsin,Waukesha County,267996,100
Wisconsin,Waupaca County,29130,100
Wisconsin,Waushara County,13568,100
Wisconsin,Winnebago County,94160,100
Wisconsin,Wood County,41298,100
Wyoming,Albany County,18617,100
Wyoming,Big Horn County,5752,100
Wyoming,Campbell County,19566,100
Wyoming,Carbon County,6664,100
Wyoming,Converse County,6970,100
Wyoming,Crook County,4119,100
Wyoming,Fremont County,18111,100
Wyoming,Goshen County,6241,100
Wyoming,Hot Springs County,2577,100
Wyoming,Johnson County,4914,100
Wyoming,Laramie County,44982,100
Wyoming,Lincoln County,10468,100
Wyoming,Natrona County,35202,100
Wyoming,Niobrara County,1308,100
Wyoming,Park County,16717,100
Wyoming,Platte County,4923,100
Wyoming,Sheridan County,16428,100
Wyoming,Sublette County,4970,100
Wyoming,Sweetwater County,16603,100
Wyoming,Teton County,14677,100
Wyoming,Uinta County,9402,100
Wyoming,Washakie County,4012,100
Wyoming,Weston County,3542,100
Alabama,Cherokee County,12301,100
Alabama,Chilton County,19310,100
Alabama,Choctaw County,7464,100
Alabama,Clarke County,13135,100
Alabama,Clay County,6930,100
Alabama,Cleburne County,7227,100
Alabama,Coffee County,22275,100
Alabama,Colbert County,27886,100
Alabama,Conecuh County,6441,100
Alabama,Coosa County,5479,100
Alabama,Autauga County,27770,100
Alabama,Covington County,17430,100
Alabama,Crenshaw County,6617,100
Alabama,Cullman County,41851,100
Alabama,Dale County,19738,100
Alabama,Dallas County,17864,100
Alabama,DeKalb County,29356,100
Alabama,Elmore County,41030,100
Alabama,Escambia County,15910,100
Alabama,Etowah County,47728,100
Alabama,Fayette County,8766,100
Alabama,Baldwin County,109679,100
Alabama,Franklin County,12578,100
Alabama,Geneva County,12545,100
Alabama,Greene County,4775,100
Alabama,Hale County,7904,100
Alabama,Henry County,9298,100
Alabama,Houston County,46173,100
Alabama,Jackson County,23636,100
Alabama,Jefferson County,325848,100
Alabama,Lamar County,7193,100
Alabama,Lauderdale County,44339,100
Alabama,Barbour County,10518,100
Alabama,Lawrence County,16031,100
Alabama,Lee County,71449,100
Alabama,Limestone County,49235,100
Alabama,Lowndes County,6835,100
Alabama,Macon County,8723,100
Alabama,Madison County,194767,100
Alabama,Marengo County,10900,100
Alabama,Marion County,13807,100
Alabama,Marshall County,39655,100
Alabama,Mobile County,183164,100
Alabama,Bibb County,9595,100
Alabama,Monroe County,10668,100
Alabama,Montgomery County,99139,100
Alabama,Morgan County,53722,100
Alabama,Perry County,5230,100
Alabama,Pickens County,9668,100
Alabama,Pike County,13841,100
Alabama,Randolph County,10837,100
Alabama,Russell County,21329,100
Alabama,St. Clair County,44441,100
Alabama,Shelby County,114950,100
Alabama,Blount County,27588,100
Alabama,Sumter County,6291,100
Alabama,Talladega County,35663,100
Alabama,Tallapoosa County,20991,100
Alabama,Tuscaloosa County,90172,100
Alabama,Walker County,31170,100
Alabama,Washington County,8876,100
Alabama,Wilcox County,5903,100
Alabama,Winston County,11284,100
Alabama,Bullock County,4613,100
Alabama,Butler County,9488,100
Alabama,Calhoun County,50983,100
Alabama,Chambers County,15284,100
Alaska,ED 10,11256,100
Alaska,ED 11,10686,100
Alaska,ED 12,11280,100
Alaska,ED 13,7765,100
Alaska,ED 14,11534,100
Alaska,ED 15,5593,100
Alaska,ED 16,8170,100
Alaska,ED 17,7271,100
Alaska,ED 18,7759,100
Alaska,ED 19,5338,100
Alaska,ED 1,7360,100
Alaska,ED 20,7544,100
Alaska,ED 21,9482,100
Alaska,ED 22,9597,100
Alaska,ED 23,7796,100
Alaska,ED 24,10484,100
Alaska,ED 25,9369,100
Alaska,ED 26,20292,100
Alaska,ED 27,19037,100
Alaska,ED 28,25580,100
Alaska,ED 29,10784,100
Alaska,ED 2,6161,100
Alaska,ED 30,10226,100
Alaska,ED 31,12481,100
Alaska,ED 32,8361,100
Alaska,ED 33,11016,100
Alaska,ED 34,10794,100
Alaska,ED 35,10149,100
Alaska,ED 36,9292,100
Alaska,ED 37,5168,100
Alaska,ED 38,5517,95
Alaska,ED 39,5930,100
Alaska,ED 3,8385,100
Alaska,ED 40,4628,100
Alaska,ED 4,10587,100
Alaska,ED 5,8706,100
Alaska,ED 6,9518,100
Alaska,ED 7,9664,100
Alaska,ED 8,9957,100
Alaska,ED 9,11047,100
Arkansas,Clark County,8395,100
Arkansas,Clay County,5183,100
Arkansas,Cleburne County,12680,100
Arkansas,Cleveland County,3600,100
Arkansas,Columbia County,8616,100
Arkansas,Conway County,8685,100
Arkansas,Craighead County,38511,100
Arkansas,Crawford County,24091,100
Arkansas,Crittenden County,16367,100
Arkansas,Cross County,6942,100
Arkansas,Arkansas County,6292,100
Arkansas,Dallas County,2649,100
Arkansas,Desha County,4164,100
Arkansas,Drew County,6908,100
Arkansas,Faulkner County,54428,100
Arkansas,Franklin County,7129,100
Arkansas,Fulton County,5119,100
Arkansas,Garland County,44199,100
Arkansas,Grant County,8200,100
Arkansas,Greene County,16100,100
Arkansas,Hempstead County,6848,100
Arkansas,Ashley County,7926,100
Arkansas,Hot Spring County,12557,100
Arkansas,Howard County,4834,100
Arkansas,Independence County,14512,100
Arkansas,Izard County,5810,100
Arkansas,Jackson County,5091,100
Arkansas,Jefferson County,25158,100
Arkansas,Johnson County,9498,100
Arkansas,Lafayette County,2679,100
Arkansas,Lawrence County,5857,100
Arkansas,Lee County,2848,100
Arkansas,Baxter County,21007,100
Arkansas,Lincoln County,3875,100
Arkansas,Little River County,5177,100
Arkansas,Logan County,8225,100
Arkansas,Lonoke County,30662,100
Arkansas,Madison County,7351,100
Arkansas,Marion County,7503,100
Arkansas,Miller County,16529,100
Arkansas,Mississippi County,12342,100
Arkansas,Monroe County,2816,100
Arkansas,Montgomery County,3873,100
Arkansas,Benton County,119912,100
Arkansas,Nevada County,3358,100
Arkansas,Newton County,3998,100
Arkansas,Ouachita County,9629,100
Arkansas,Perry County,4627,100
Arkansas,Phillips County,6242,100
Arkansas,Pike County,4246,100
Arkansas,Poinsett County,7521,100
Arkansas,Polk County,8490,100
Arkansas,Pope County,24432,100
Arkansas,Prairie County,3495,100
Arkansas,Boone County,17114,100
Arkansas,Pulaski County,169956,100
Arkansas,Randolph County,6812,100
Arkansas,St. Francis County,7108,100
Arkansas,Saline County,56959,100
Arkansas,Scott County,3551,100
Arkansas,Searcy County,4019,100
Arkansas,Sebastian County,47140,100
Arkansas,Sevier County,5202,100
Arkansas,Sharp County,7566,100
Arkansas,Stone County,5938,100
Arkansas,Bradley County,3654,100
Arkansas,Union County,16607,100
Arkansas,Van Buren County,7807,100
Arkansas,Washington County,94266,100
Arkansas,White County,30885,100
Arkansas,Woodruff County,2476,100
Arkansas,Yell County,6741,100
Arkansas,Calhoun County,2182,100
Arkansas,Carroll County,11797,100
Arkansas,Chicot County,4103,100
California,Fresno County,364809,100
California,Glenn County,11292,100
California,Humboldt County,68828,100
California,Imperial County,56718,100
California,Inyo County,9481,100
California,Kern County,305226,100
California,Kings County,43858,100
California,Lake County,28800,100
California,Lassen County,11985,100
California,Los Angeles County,4263443,100
California,Alameda County,769864,100
California,Madera County,53722,100
California,Marin County,155801,100
California,Mariposa County,10280,100
California,Mendocino County,43336,100
California,Merced County,90541,100
California,Modoc County,4338,100
California,Mono County,6737,100
California,Monterey County,163883,100
California,Napa County,72122,100
California,Nevada County,64738,100
California,Alpine County,741,100
California,Orange County,1521725,100
California,Placer County,235017,100
California,Plumas County,11256,100
California,Riverside County,996156,100
California,Sacramento County,718290,100
California,San Benito County,28821,100
California,San Bernardino County,840931,100
California,San Diego County,1601722,100
California,San Francisco County,443458,100
California,San Joaquin County,288443,100
California,Amador County,22302,100
California,San Luis Obispo County,159681,100
California,San Mateo County,374138,100
California,Santa Barbara County,200288,100
California,Santa Clara County,850522,100
California,Santa Cruz County,144796,100
California,Shasta County,92900,100
California,Sierra County,1930,100
California,Siskiyou County,23450,100
California,Solano County,205831,100
California,Sonoma County,268252,100
California,Butte County,102042,100
California,Stanislaus County,214876,100
California,Sutter County,42640,100
California,Tehama County,28721,100
California,Trinity County,6258,100
California,Tulare County,146832,100
California,Tuolumne County,30401,100
California,Ventura County,422698,100
California,Yolo County,97264,100
California,Yuba County,29787,100
California,Calaveras County,27164,100
California,Colusa County,7951,100
California,Contra Costa County,581230,100
California,Del Norte County,11452,100
California,El Dorado County,116138,100
Colorado,Clear Creek County,6548,100
Colorado,Conejos County,4333,100
Colorado,Costilla County,2094,100
Colorado,Crowley County,1750,100
Colorado,Custer County,3634,100
Colorado,Delta County,19370,100
Colorado,Denver County,393827,100
Colorado,Dolores County,1449,100
Colorado,Douglas County,231599,100
Colorado,Eagle County,29140,100
Colorado,Adams County,236735,100
Colorado,Elbert County,18983,100
Colorado,El Paso County,378849,100
Colorado,Fremont County,25557,100
Colorado,Garfield County,30904,100
Colorado,Gilpin County,4186,100
Colorado,Grand County,9878,100
Colorado,Gunnison County,10887,99
Colorado,Hinsdale County,632,100
Colorado,Huerfano County,4406,100
Colorado,Jackson County,876,100
Colorado,Alamosa County,7808,100
Colorado,Jefferson County,377357,100
Colorado,Kiowa County,903,100
Colorado,Kit Carson County,3871,100
Colorado,Lake County,3961,100
Colorado,La Plata County,35667,100
Colorado,Larimer County,224338,100
Colorado,Las Animas County,7961,100
Colorado,Lincoln County,2651,100
Colorado,Logan County,10532,100
Colorado,Mesa County,90622,100
Colorado,Arapahoe County,350183,100
Colorado,Mineral County,757,100
Colorado,Moffat County,7026,100
Colorado,Montezuma County,15500,100
Colorado,Montrose County,24922,100
Colorado,Morgan County,13744,100
Colorado,Otero County,9576,100
Colorado,Ouray County,4020,100
Colorado,Park County,12290,100
Colorado,Phillips County,2485,100
Colorado,Pitkin County,11957,100
Colorado,Archuleta County,9144,100
Colorado,Prowers County,5561,100
Colorado,Pueblo County,88299,100
Colorado,Rio Blanco County,3691,100
Colorado,Rio Grande County,6305,100
Colorado,Routt County,16876,100
Colorado,Saguache County,3389,100
Colorado,San Juan County,563,100
Colorado,San Miguel County,5147,100
Colorado,Sedgwick County,1447,100
Colorado,Summit County,18479,100
Colorado,Baca County,2225,100
Colorado,Teller County,16939,100
Colorado,Washington County,3008,100
Colorado,Weld County,166968,100
Colorado,Yuma County,4981,100
Colorado,Broomfield County,46632,100
Colorado,Bent County,2274,100
Colorado,Boulder County,206111,100
Colorado,Chaffee County,13717,100
Colorado,Cheyenne County,1136,100
Connecticut,North Canaan,1705,100
Connecticut,North Haven,15447,100
Connecticut,North Stonington,3375,100
Connecticut,Norwalk,43219,100
Connecticut,Norwich,15290,100
Connecticut,Old Lyme,5413,100
Connecticut,Old Saybrook,7343,100
Connecticut,Orange,9253,100
Connecticut,Oxford,8514,100
Connecticut,Plainfield,7086,100
Connecticut,Bethlehem,2367,100
Connecticut,Plainville,9647,100
Connecticut,Plymouth,6593,100
Connecticut,Pomfret,2524,100
Connecticut,Portland,5888,100
Connecticut,Preston,2868,100
Connecticut,Prospect,6111,100
Connecticut,Putnam,4350,100
Connecticut,Redding,5975,100
Connecticut,Ridgefield,16245,100
Connecticut,Rocky Hill,10940,100
Connecticut,Bloomfield,12821,100
Connecticut,Roxbury,1622,100
Connecticut,Salem,2623,100
Connecticut,Salisbury,2555,100
Connecticut,Scotland,970,100
Connecticut,Seymour,9392,100
Connecticut,Sharon,1555,100
Connecticut,Shelton,23892,100
Connecticut,Sherman,2336,100
Connecticut,Simsbury,16174,100
Connecticut,Somers,5731,100
Connecticut,Bolton,3288,100
Connecticut,Southbury,12990,100
Connecticut,Southington,26718,100
Connecticut,South Windsor,15523,100
Connecticut,Sprague,1557,100
Connecticut,Stafford,6422,100
Connecticut,Stamford,59412,100
Connecticut,Sterling,1908,100
Connecticut,Stonington,11889,100
Connecticut,Stratford,28194,100
Connecticut,Suffield,8686,100
Connecticut,Bozrah,1548,100
Connecticut,Thomaston,4374,100
Connecticut,Thompson,5155,100
Connecticut,Tolland,9257,100
Connecticut,Torrington,16824,100
Connecticut,Trumbull,22002,100
Connecticut,Union,571,100
Connecticut,Vernon,15400,100
Connecticut,Voluntown,1524,100
Connecticut,Wallingford,25785,100
Connecticut,Warren,945,100
Connecticut,Branford,17913,100
Connecticut,Washington,2268,100
Connecticut,Waterbury,36107,100
Connecticut,Waterford,12316,100
Connecticut,Watertown,12754,100
Connecticut,Westbrook,4311,100
Connecticut,West Hartford,36294,100
Connecticut,West Haven,22605,100
Connecticut,Weston,6528,100
Connecticut,Westport,17538,100
Connecticut,Wethersfield,16277,100
Connecticut,Bridgeport,44959,94
Connecticut,Willington,3204,100
Connecticut,Wilton,11715,100
Connecticut,Winchester,5133,100
Connecticut,Windham,8348,100
Connecticut,Windsor,17514,100
Connecticut,Windsor Locks,7021,100
Connecticut,Wolcott,10002,100
Connecticut,Woodbridge,5739,100
Connecticut,Woodbury,6559,100
Connecticut,Woodstock,5179,100
Connecticut,Bridgewater,1233,100
Connecticut,Bristol,29799,100
Connecticut,Brookfield,10807,100
Connecticut,Brooklyn,4222,100
Connecticut,Andover,2091,100
Connecticut,Burlington,6231,100
Connecticut,Canaan,655,100
Connecticut,Canterbury,3012,100
Connecticut,Canton,6663,100
Connecticut,Chaplin,1290,100
Connecticut,Cheshire,17435,100
Connecticut,Chester,2596,100
Connecticut,Clinton,7804,100
Connecticut,Colchester,9691,100
Connecticut,Colebrook,988,100
Connecticut,Ansonia,8419,100
Connecticut,Columbia,3568,100
Connecticut,Cornwall,1032,100
Connecticut,Coventry,7772,100
Connecticut,Cromwell,8783,100
Connecticut,Danbury,32021,100
Connecticut,Darien,13018,100
Connecticut,Deep River,2902,100
Connecticut,Derby,5778,100
Connecticut,Durham,4782,100
Connecticut,Eastford,1067,100
Connecticut,Ashford,2544,100
Connecticut,East Granby,3264,100
Connecticut,East Haddam,5825,100
Connecticut,East Hampton,7988,100
Connecticut,East Hartford,20605,100
Connecticut,East Haven,14501,100
Connecticut,East Lyme,11756,100
Connecticut,Easton,5023,100
Connecticut,East Windsor,5652,100
Connecticut,Ellington,9491,100
Connecticut,Enfield,20929,100
Connecticut,Avon,11987,100
Connecticut,Essex,4715,100
Connecticut,Fairfield,35414,100
Connecticut,Farmington,16037,100
Connecticut,Franklin,1261,100
Connecticut,Glastonbury,22374,100
Connecticut,Goshen,2100,100
Connecticut,Granby,7373,100
Connecticut,Greenwich,36112,100
Connecticut,Griswold,5981,100
Connecticut,Groton,17389,100
Connecticut,Barkhamsted,2442,100
Connecticut,Guilford,14867,100
Connecticut,Haddam,5512,100
Connecticut,Hamden,29104,100
Connecticut,Hampton,1139,100
Connecticut,Hartford,32687,100
Connecticut,Hartland,1292,100
Connecticut,Harwinton,3701,100
Connecticut,Hebron,6266,100
Connecticut,Kent,1865,100
Connecticut,Killingly,8283,100
Connecticut,Beacon Falls,3803,100
Connecticut,Killingworth,4518,95
Connecticut,Lebanon,4438,100
Connecticut,Ledyard,8427,100
Connecticut,Lisbon,2490,100
Connecticut,Litchfield,5342,100
Connecticut,Lyme,1772,100
Connecticut,Madison,12437,100
Connecticut,Manchester,28466,100
Connecticut,Mansfield,7485,100
Connecticut,Marlborough,4062,100
Connecticut,Berlin,12873,100
Connecticut,Meriden,25326,100
Connecticut,Middlebury,5078,100
Connecticut,Middlefield,2853,100
Connecticut,Middletown,23509,100
Connecticut,Milford,32062,100
Connecticut,Monroe,12002,100
Connecticut,Montville,8873,100
Connecticut,Morris,1561,100
Connecticut,Naugatuck,14904,100
Connecticut,New Britain,24071,100
Connecticut,Bethany,3698,100
Connecticut,New Canaan,12365,100
Connecticut,New Fairfield,8558,100
Connecticut,New Hartford,4577,100
Connecticut,New Haven,42102,100
Connecticut,Newington,17355,100
Connecticut,New London,9612,95
Connecticut,New Milford,15734,100
Connecticut,Newtown,17269,100
Connecticut,Norfolk,1065,100
Connecticut,North Branford,8631,100
Connecticut,Bethel,11172,100
Arizona,Navajo County,51783,100
Arizona,Pima County,520735,100
Arizona,Pinal County,185037,100
Arizona,Santa Cruz County,19561,100
Arizona,Yavapai County,143280,100
Arizona,Yuma County,69926,100
Arizona,Apache County,35172,100
Arizona,Cochise County,60442,100
Arizona,Coconino County,73272,100
Arizona,Gila County,27662,100
Arizona,Graham County,14996,100
Arizona,Greenlee County,3688,100
Arizona,La Paz County,7460,100
Arizona,Maricopa County,2068144,100
Arizona,Mohave County,104705,100
